,Index_ID,Animal_ID,Found_Location,Found_Location_count,State,City,Address
81697,18476,A771624,13211 Dessau Road in Austin (TX),6,(TX),Austin,13211 Dessau Road in
81701,6334,A771628,7405 Pleasant Valley in Austin (TX),6,(TX),Austin,7405 Pleasant Valley in
81702,61846,A771629,809 Crieff  Cross Road in Pflugerville (TX),8,(TX),Pflugerville,809 Crieff Cross Road in
81703,28669,A771630,1412 Barbergale Street in Pflugerville (TX),6,(TX),Pflugerville,1412 Barbergale Street in
81704,74023,A771631,1712 Rutland Drive in Austin (TX),6,(TX),Austin,1712 Rutland Drive in
81708,93292,A771640,1307 Kirkwood Road in Austin (TX),6,(TX),Austin,1307 Kirkwood Road in
81709,103853,A771641,1515 Sherman Lane in Austin (TX),6,(TX),Austin,1515 Sherman Lane in
81712,99789,A771660,3805 Caldwell Lane in Travis (TX),6,(TX),Travis,3805 Caldwell Lane in
81714,70922,A771662,9301 Grant Forest Drive in Austin (TX),7,(TX),Austin,9301 Grant Forest Drive in
81716,126892,A771664,2216 East 2Nd Street in Austin (TX),7,(TX),Austin,2216 East 2Nd Street in
81717,15552,A771665,19420 Brent Knoll Drive in Travis (TX),7,(TX),Travis,19420 Brent Knoll Drive in
81721,139493,A771672,2905 East 3Rd Street in Austin (TX),7,(TX),Austin,2905 East 3Rd Street in
81727,37020,A771682,1381 Old Lockhart Road in Creedmoor (TX),7,(TX),Creedmoor,1381 Old Lockhart Road in
81730,50866,A771685,20332 Hog Eye Road in Travis (TX),7,(TX),Travis,20332 Hog Eye Road in
81731,12262,A771687,2202 Lockwood Cove in Austin (TX),6,(TX),Austin,2202 Lockwood Cove in
81732,21533,A771688,2102 Malvern Hill Drive in Austin (TX),7,(TX),Austin,2102 Malvern Hill Drive in
81737,142035,A771694,340 S Lamar  #3250 in Austin (TX),8,(TX),Austin,340 S Lamar #3250 in
81742,70956,A771702,1504 Southport Drive in Austin (TX),6,(TX),Austin,1504 Southport Drive in
81743,119419,A771703,4405 East Riverside in Austin (TX),6,(TX),Austin,4405 East Riverside in
81747,128296,A771709,13107 Dessau Road in Austin (TX),6,(TX),Austin,13107 Dessau Road in
81750,27201,A771711,2620 Choctaw Trail in Austin (TX),6,(TX),Austin,2620 Choctaw Trail in
81756,9899,A771717,11925 Rosethorn in Austin (TX),5,(TX),Austin,11925 Rosethorn in
81761,13651,A771721,11632 Maha Loop in Austin (TX),6,(TX),Austin,11632 Maha Loop in
81764,44779,A771725,10710 Research Boulevard in Austin (TX),6,(TX),Austin,10710 Research Boulevard in
81765,130020,A771726,20332 Hoge Eye Road in Travis (TX),7,(TX),Travis,20332 Hoge Eye Road in
81772,54702,A771732,6401 Cedar Street in Austin (TX),6,(TX),Austin,6401 Cedar Street in
81776,60366,A771737,605 Sundial Cove in Austin (TX),6,(TX),Austin,605 Sundial Cove in
81777,132317,A771738,12640 Clare Mont Circle in Del Valle (TX),8,(TX),Valle,12640 Clare Mont Circle in Del
81778,18311,A771739,17305 Pearce Lane in Del Valle (TX),7,(TX),Valle,17305 Pearce Lane in Del
81785,110419,A771752,13433 Breezy Meadow Lane in Manor (TX),7,(TX),Manor,13433 Breezy Meadow Lane in
81786,59016,A771755,4701 Red River St in Austin (TX),7,(TX),Austin,4701 Red River St in
81787,90491,A771760,4200 Todd Lane in Austin (TX),6,(TX),Austin,4200 Todd Lane in
81788,106347,A771761,2514 Howellwood  Way in Austin (TX),7,(TX),Austin,2514 Howellwood Way in
81789,121089,A771762,2514 Howellwood in Austin (TX),5,(TX),Austin,2514 Howellwood in
81793,27051,A771766,5522 Bitterwood Drive in Austin (TX),6,(TX),Austin,5522 Bitterwood Drive in
81797,69216,A771769,3607 S Lamar in Austin (TX),6,(TX),Austin,3607 S Lamar in
81798,106886,A771770,5401 Loadstone Cv in Austin (TX),6,(TX),Austin,5401 Loadstone Cv in
81799,40755,A771776,11718 Metric Blvd in Austin (TX),6,(TX),Austin,11718 Metric Blvd in
81815,118988,A771814,6600 Elm Creek Dr Lot 101 in Austin (TX),9,(TX),Austin,6600 Elm Creek Dr Lot 101 in
81818,11009,A771817,12112 Lavinia Ln in Austin (TX),6,(TX),Austin,12112 Lavinia Ln in
81822,34000,A771822,14405 Jacobson Road in Del Valle (TX),7,(TX),Valle,14405 Jacobson Road in Del
81833,39476,A771830,3207 Harpers Ferry Lane in Austin (TX),7,(TX),Austin,3207 Harpers Ferry Lane in
81834,84934,A771831,11100 Alterra Parkway in Austin (TX),6,(TX),Austin,11100 Alterra Parkway in
81838,81215,A771842,9815 Beck Circle in Austin (TX),6,(TX),Austin,9815 Beck Circle in
81841,120152,A771844,506 Westbrook Drive in Austin (TX),6,(TX),Austin,506 Westbrook Drive in
81842,20282,A771845,6017 Perlita Drive in Austin (TX),6,(TX),Austin,6017 Perlita Drive in
81844,61427,A771849,2012 Garden Street in Austin (TX),6,(TX),Austin,2012 Garden Street in
81845,79398,A771853,4999 Dove Creek Cv in Austin (TX),7,(TX),Austin,4999 Dove Creek Cv in
81852,111234,A771862,5742 Palo Blanco Ln in Austin (TX),7,(TX),Austin,5742 Palo Blanco Ln in
81860,108653,A771871,11601 Argone Forest Trail in Austin (TX),7,(TX),Austin,11601 Argone Forest Trail in
81864,39566,A771876,1520 Geoffs Drive in Austin (TX),6,(TX),Austin,1520 Geoffs Drive in
81865,36210,A771881,7500 South Pleasant Valley in Austin (TX),7,(TX),Austin,7500 South Pleasant Valley in
81869,34633,A771889,2908 Ellon Road in Del Valle (TX),7,(TX),Valle,2908 Ellon Road in Del
81873,99554,A771893,6114 Hogan Avenue in Austin (TX),6,(TX),Austin,6114 Hogan Avenue in
81885,3629,A771908,1008 Reinli in Austin (TX),5,(TX),Austin,1008 Reinli in
81896,29304,A771923,7812 Hardy Drive in Austin (TX),6,(TX),Austin,7812 Hardy Drive in
81913,46740,A771943,38Th And Half And Guadalupe in Austin (TX),8,(TX),Austin,38Th And Half And Guadalupe in
81914,4937,A771946,1112 Stoneoak Lane in Austin (TX),6,(TX),Austin,1112 Stoneoak Lane in
81915,38887,A771947,11141 North Interstate 35 in Austin (TX),7,(TX),Austin,11141 North Interstate 35 in
81916,28170,A771948,1713 Giles in Austin (TX),5,(TX),Austin,1713 Giles in
81917,19106,A771951,7623 Hiddenview Circle in Del Valle (TX),7,(TX),Valle,7623 Hiddenview Circle in Del
81929,64851,A771967,10318 Little Pebble Drive in Austin (TX),7,(TX),Austin,10318 Little Pebble Drive in
81930,121230,A771971,9320 Notches in Austin (TX),5,(TX),Austin,9320 Notches in
81931,141678,A771973,5219 Basswood in Austin (TX),5,(TX),Austin,5219 Basswood in
81932,33622,A771981,6907 Carver in Austin (TX),5,(TX),Austin,6907 Carver in
81938,42626,A771987,9904 Chukar Circle in Austin (TX),6,(TX),Austin,9904 Chukar Circle in
81940,80756,A771989,5700 Netleaf Road in Austin (TX),6,(TX),Austin,5700 Netleaf Road in
81941,43045,A771990,2300 Santa Rita Street in Austin (TX),7,(TX),Austin,2300 Santa Rita Street in
81942,116106,A771992,10001 Burleson Road in Austin (TX),6,(TX),Austin,10001 Burleson Road in
81943,15679,A771993,6009 Perlita Drive in Austin (TX),6,(TX),Austin,6009 Perlita Drive in
81947,82699,A771998,2906 East Martin Luther King Jr Boulevard in Austin (TX),10,(TX),Austin,2906 East Martin Luther King Jr Boulevard in
81955,32926,A772006,15201 Burnet Road in Austin (TX),6,(TX),Austin,15201 Burnet Road in
81961,300,A772015,6803 A Blue Dawn Trail in Austin (TX),8,(TX),Austin,6803 A Blue Dawn Trail in
81962,80985,A772016,10007 Michael Dale Drive in Austin (TX),7,(TX),Austin,10007 Michael Dale Drive in
81964,86819,A772017,1801 East 51St in Austin (TX),6,(TX),Austin,1801 East 51St in
81965,56475,A772018,6703 Point North Drive in Austin (TX),7,(TX),Austin,6703 Point North Drive in
81966,54176,A772019,1331 Mckie Cove in Austin (TX),6,(TX),Austin,1331 Mckie Cove in
81967,22336,A772022,9608 Tea Rose Trail in Austin (TX),7,(TX),Austin,9608 Tea Rose Trail in
81968,63230,A772025,4510 Guadalupe in Austin (TX),5,(TX),Austin,4510 Guadalupe in
81973,14272,A772031,3109 Long Day Drive in Austin (TX),7,(TX),Austin,3109 Long Day Drive in
81974,60427,A772032,9637 Newfoundland Circle in Austin (TX),6,(TX),Austin,9637 Newfoundland Circle in
81975,48139,A772033,404 East Ledgeway in Austin (TX),6,(TX),Austin,404 East Ledgeway in
81977,2276,A772035,4401 Elmsgrove Drive in Austin (TX),6,(TX),Austin,4401 Elmsgrove Drive in
81979,16702,A772038,4800 S 1St in Austin (TX),6,(TX),Austin,4800 S 1St in
81985,104664,A772050,10207 Rising Smoke Loop in Austin (TX),7,(TX),Austin,10207 Rising Smoke Loop in
81988,33912,A772052,2211 Blue Meadow in Austin (TX),6,(TX),Austin,2211 Blue Meadow in
81994,128412,A772059,6111 Club Terrace in Austin (TX),6,(TX),Austin,6111 Club Terrace in
81998,85636,A772064,1408 Estrellas in Travis (TX),5,(TX),Travis,1408 Estrellas in
82012,105958,A772080,4911 Blueberry Trail in Austin (TX),6,(TX),Austin,4911 Blueberry Trail in
82026,40750,A772105,7607 Bethune Avenue in Austin (TX),6,(TX),Austin,7607 Bethune Avenue in
82028,74455,A772110,7607 Bethune Ave in Austin (TX),6,(TX),Austin,7607 Bethune Ave in
82036,7751,A772120,7704 Lazy Creek Drive in Austin (TX),7,(TX),Austin,7704 Lazy Creek Drive in
82037,60048,A772123,422 Genard Street in Austin (TX),6,(TX),Austin,422 Genard Street in
82044,24487,A772131,7014 Marejada Drive in Austin (TX),6,(TX),Austin,7014 Marejada Drive in
82045,5217,A772132,232107 Hog Eye Road in Travis (TX),7,(TX),Travis,232107 Hog Eye Road in
82051,70758,A772145,13414 Palmer in Travis (TX),5,(TX),Travis,13414 Palmer in
82052,64311,A772147,5000 West Slaughter Lane in Austin (TX),7,(TX),Austin,5000 West Slaughter Lane in
82055,17758,A772155,4910 Barkbridge Trail in Austin (TX),6,(TX),Austin,4910 Barkbridge Trail in
82066,78329,A772169,3605 East 12Th in Austin (TX),6,(TX),Austin,3605 East 12Th in
82067,36399,A772170,9120 N Interstate Hwy 35 in Austin (TX),8,(TX),Austin,9120 N Interstate Hwy 35 in
82078,134678,A772184,5020 Bonneville Bend in Austin (TX),6,(TX),Austin,5020 Bonneville Bend in
82079,24398,A772190,2101 Jesse Segovia in Austin (TX),6,(TX),Austin,2101 Jesse Segovia in
82080,135878,A772191,12416 Hymeadow in Austin (TX),5,(TX),Austin,12416 Hymeadow in
82082,5030,A772193,3755 South Capital Of Texas Highway B in Austin (TX),10,(TX),Austin,3755 South Capital Of Texas Highway B in
82088,105066,A772201,6609 Scrub Oak in Austin (TX),6,(TX),Austin,6609 Scrub Oak in
82090,3190,A772204,2420 Kale in Austin (TX),5,(TX),Austin,2420 Kale in
82097,103487,A772209,2124 Burton Drive in Austin (TX),6,(TX),Austin,2124 Burton Drive in
82100,95807,A772212,1900 West Braker in Austin (TX),6,(TX),Austin,1900 West Braker in
82101,13358,A772213,1301 Walnut Avenue in Austin (TX),6,(TX),Austin,1301 Walnut Avenue in
82103,97440,A772220,19512 Hogeye Rd in Austin (TX),6,(TX),Austin,19512 Hogeye Rd in
82107,44370,A772231,16529 Decker Creek Dr in Austin (TX),7,(TX),Austin,16529 Decker Creek Dr in
82116,32084,A772245,1209 Barton Springs Road in Austin (TX),7,(TX),Austin,1209 Barton Springs Road in
82117,111779,A772256,4202 Crawford Road in Travis (TX),6,(TX),Travis,4202 Crawford Road in
82120,116495,A772270,1107 Arthur Stiles Road in Austin (TX),7,(TX),Austin,1107 Arthur Stiles Road in
82122,5412,A772275,1609 Singleton Ave in Austin (TX),6,(TX),Austin,1609 Singleton Ave in
82131,13443,A772291,2601 Fentonridge Drive in Austin (TX),6,(TX),Austin,2601 Fentonridge Drive in
82132,33776,A772293,6302 Haney Dr in Austin (TX),6,(TX),Austin,6302 Haney Dr in
82133,36989,A772294,102 Victor Street in Austin (TX),6,(TX),Austin,102 Victor Street in
82134,21908,A772295,2408 Leon Street in Austin (TX),6,(TX),Austin,2408 Leon Street in
82137,110781,A772299,5800 Speyside in Austin (TX),5,(TX),Austin,5800 Speyside in
82148,86729,A772313,9532 Spirit Of Austin Ln in Austin (TX),8,(TX),Austin,9532 Spirit Of Austin Ln in
82149,64586,A772318,2501 Post Oak Road in Webberville (TX),7,(TX),Webberville,2501 Post Oak Road in
82159,69858,A772335,13401 Sea Biscuit Dr in Austin (TX),7,(TX),Austin,13401 Sea Biscuit Dr in
82163,66358,A772338,8001 Hayride in Del Valle (TX),6,(TX),Valle,8001 Hayride in Del
82165,20877,A772341,10709 Arikara River Drive in Austin (TX),7,(TX),Austin,10709 Arikara River Drive in
82169,35877,A772346,1054 Springdale Road in Austin (TX),6,(TX),Austin,1054 Springdale Road in
82175,101032,A772353,4601 Avenue H in Austin (TX),6,(TX),Austin,4601 Avenue H in
82181,28016,A772359,1015 Norwood Park in Austin (TX),6,(TX),Austin,1015 Norwood Park in
82183,64516,A772361,6006 Perlita Drive in Austin (TX),6,(TX),Austin,6006 Perlita Drive in
82184,102111,A772362,4550 Mueller in Austin (TX),5,(TX),Austin,4550 Mueller in
82190,87470,A772372,15051 Bois D'Arc in Manor (TX),6,(TX),Manor,15051 Bois D'Arc in
82193,121613,A772375,14812 Fm 973 in Manor (TX),6,(TX),Manor,14812 Fm 973 in
82195,119790,A772378,7700 North Capitol Of Texas Highway in Austin (TX),9,(TX),Austin,7700 North Capitol Of Texas Highway in
82199,56754,A772387,838 North Meadows in Austin (TX),6,(TX),Austin,838 North Meadows in
82200,126039,A772389,1803 E Anderson Lane in Austin (TX),7,(TX),Austin,1803 E Anderson Lane in
82203,110497,A772395,3809 Caldwell Lane in Del Valle (TX),7,(TX),Valle,3809 Caldwell Lane in Del
82207,19785,A772399,10606 Brownie Dr in Austin (TX),6,(TX),Austin,10606 Brownie Dr in
82211,143039,A772400,10102 Lindshire Lane in Austin (TX),6,(TX),Austin,10102 Lindshire Lane in
82213,6997,A772402,3110 Wickham Lane in Austin (TX),6,(TX),Austin,3110 Wickham Lane in
82217,141377,A772406,1460 Red Bud Trail in Austin (TX),7,(TX),Austin,1460 Red Bud Trail in
82221,41522,A772411,13506 Palmer Road in Travis (TX),6,(TX),Travis,13506 Palmer Road in
82224,126581,A772414,5608 Abby Ann in Austin (TX),6,(TX),Austin,5608 Abby Ann in
82227,132818,A772416,1118 Gardner Road in Austin (TX),6,(TX),Austin,1118 Gardner Road in
82233,41890,A772423,206 East Burton Street in Manor (TX),7,(TX),Manor,206 East Burton Street in
82237,39259,A772428,1104 Mansell Avenue in Austin (TX),6,(TX),Austin,1104 Mansell Avenue in
82238,33114,A772429,6717 Sanvanna Canyon in Del Valle (TX),7,(TX),Valle,6717 Sanvanna Canyon in Del
82239,3679,A772430,2903 Rae Dale in Austin (TX),6,(TX),Austin,2903 Rae Dale in
82243,37475,A772434,2905 Oakhaven Drive in Austin (TX),6,(TX),Austin,2905 Oakhaven Drive in
82247,107049,A772440,524 Tudor House in Pflugerville (TX),6,(TX),Pflugerville,524 Tudor House in
82252,15874,A772446,306 West Rundberg in Austin (TX),6,(TX),Austin,306 West Rundberg in
82257,107940,A772451,1156 West Ceasar Chavez in Austin (TX),7,(TX),Austin,1156 West Ceasar Chavez in
82258,46494,A772456,9102 Shepard Drive in Austin (TX),6,(TX),Austin,9102 Shepard Drive in
82266,95326,A772464,3212 Red River Street in Austin (TX),7,(TX),Austin,3212 Red River Street in
82268,9266,A772471,1103 Tillery in Austin (TX),5,(TX),Austin,1103 Tillery in
82269,71350,A772472,151 Elgin Woods Lane in Travis (TX),7,(TX),Travis,151 Elgin Woods Lane in
82273,118743,A772476,16900 Derby Downs in Austin (TX),6,(TX),Austin,16900 Derby Downs in
82279,24519,A772482,10601 Manchaca Road in Austin (TX),6,(TX),Austin,10601 Manchaca Road in
82283,53353,A772488,14Th Street And Alexander Avenue in Austin (TX),8,(TX),Austin,14Th Street And Alexander Avenue in
82288,38973,A772493,21436 Creekside Drive in Travis (TX),6,(TX),Travis,21436 Creekside Drive in
82289,1020,A772494,7919 Tee Drive in Austin (TX),6,(TX),Austin,7919 Tee Drive in
82295,24240,A772502,10306 Morado Cove in Austin (TX),6,(TX),Austin,10306 Morado Cove in
82297,20325,A772504,14807 C Swiss Drive in Del Valle (TX),8,(TX),Valle,14807 C Swiss Drive in Del
82301,100786,A772509,12351 North Interstate Highway 35 in Austin (TX),8,(TX),Austin,12351 North Interstate Highway 35 in
82308,3892,A772516,15311 Brenda Street in Austin (TX),6,(TX),Austin,15311 Brenda Street in
82315,127937,A772525,1156 West Caesar Chavez in Austin (TX),7,(TX),Austin,1156 West Caesar Chavez in
82324,125614,A772535,3205 Barksdale in Austin (TX),5,(TX),Austin,3205 Barksdale in
82325,1886,A772536,1501 South 1St Street in Austin (TX),7,(TX),Austin,1501 South 1St Street in
82330,82242,A772542,4707 Sojourner Street in Austin (TX),6,(TX),Austin,4707 Sojourner Street in
82335,132752,A772549,4604 Lambs Lane in Austin (TX),6,(TX),Austin,4604 Lambs Lane in
82336,126590,A772552,9200 Brandts Wood St in Austin (TX),7,(TX),Austin,9200 Brandts Wood St in
82342,66757,A772559,7305 Crystal Brook Drive in Austin (TX),7,(TX),Austin,7305 Crystal Brook Drive in
82344,119751,A772561,6813 Blue Dawn Trail in Austin (TX),7,(TX),Austin,6813 Blue Dawn Trail in
82347,89356,A772563,2106 Klattenhoff Drive in Austin (TX),6,(TX),Austin,2106 Klattenhoff Drive in
82348,13320,A772565,1402 Marcus Place in Austin (TX),6,(TX),Austin,1402 Marcus Place in
82353,97265,A772570,10815 Pinkney Lane in Austin (TX),6,(TX),Austin,10815 Pinkney Lane in
82355,77553,A772573,1000 East 9Th Street in Austin (TX),7,(TX),Austin,1000 East 9Th Street in
82356,78808,A772574,8209 South Red Oak Circle S in Austin (TX),9,(TX),Austin,8209 South Red Oak Circle S in
82358,100075,A772576,12903 Staton Drive in Austin (TX),6,(TX),Austin,12903 Staton Drive in
82364,65115,A772582,4611 Rivvecke Avenue in Austin (TX),6,(TX),Austin,4611 Rivvecke Avenue in
82370,19147,A772588,811 Yabers Court in Austin (TX),6,(TX),Austin,811 Yabers Court in
82378,4346,A772596,4004 Avenue A in Austin (TX),6,(TX),Austin,4004 Avenue A in
82383,95911,A772602,5109 Ponciana Drive in Austin (TX),6,(TX),Austin,5109 Ponciana Drive in
82385,33008,A772605,8412 Garcreek in Austin (TX),5,(TX),Austin,8412 Garcreek in
82392,79117,A772612,5300 Basswood Lane in Austin (TX),6,(TX),Austin,5300 Basswood Lane in
82397,105971,A772621,8500 Croydon Loop in Austin (TX),6,(TX),Austin,8500 Croydon Loop in
82398,117573,A772622,119 Hergotz in Austin (TX),5,(TX),Austin,119 Hergotz in
82399,43911,A772623,2504 Huntwick Drive in Austin (TX),6,(TX),Austin,2504 Huntwick Drive in
82400,107459,A772624,415 Thompson Lane in Austin (TX),6,(TX),Austin,415 Thompson Lane in
82401,39891,A772626,8017 Old Bee Caves Road in Austin (TX),8,(TX),Austin,8017 Old Bee Caves Road in
82404,137637,A772629,6901 Frontera in Austin (TX),5,(TX),Austin,6901 Frontera in
82410,9531,A772645,13011 Mccallen Pass in Austin (TX),6,(TX),Austin,13011 Mccallen Pass in
82414,100248,A772650,8838 Georgian Drive And Little Walnut Creek in Austin (TX),10,(TX),Austin,8838 Georgian Drive And Little Walnut Creek in
82419,27399,A772656,704 East St Johns in Austin (TX),7,(TX),Austin,704 East St Johns in
82426,97175,A772663,7205 Hart Ln in Austin (TX),6,(TX),Austin,7205 Hart Ln in
82427,124039,A772664,12100 Samsung in Austin (TX),5,(TX),Austin,12100 Samsung in
82436,137693,A772675,1825 Burton Drive in Austin (TX),6,(TX),Austin,1825 Burton Drive in
82439,67767,A772679,1204 Payne in Austin (TX),5,(TX),Austin,1204 Payne in
82441,25443,A772681,7513 Tumbleweed Drive in Austin (TX),6,(TX),Austin,7513 Tumbleweed Drive in
82442,96097,A772682,5409 Spring Meadow in Austin (TX),6,(TX),Austin,5409 Spring Meadow in
82443,10700,A772683,6600 Ed Bluestein Boulevard in Austin (TX),7,(TX),Austin,6600 Ed Bluestein Boulevard in
82449,89351,A772693,2704 Stacy Lane in Austin (TX),6,(TX),Austin,2704 Stacy Lane in
82454,56437,A772699,6301 West Parmer Lane in Austin (TX),7,(TX),Austin,6301 West Parmer Lane in
82455,47502,A772702,12221 Hulsey Road in Travis (TX),6,(TX),Travis,12221 Hulsey Road in
82458,17244,A772715,8909 Bill Hickock Pass in Austin (TX),7,(TX),Austin,8909 Bill Hickock Pass in
82463,87732,A772720,15017 Blanchard Road in Austin (TX),6,(TX),Austin,15017 Blanchard Road in
82465,115387,A772722,11103 Renel Drive in Austin (TX),6,(TX),Austin,11103 Renel Drive in
82471,52231,A772728,8504 Linden Loop in Austin (TX),6,(TX),Austin,8504 Linden Loop in
82477,43676,A772734,9603 Night Star in Austin (TX),6,(TX),Austin,9603 Night Star in
82480,79806,A772746,2115 Allred in Austin (TX),5,(TX),Austin,2115 Allred in
82484,29350,A772749,12710 Palfrey in Austin (TX),5,(TX),Austin,12710 Palfrey in
82489,74669,A772754,1400 Waterloo Trail in Austin (TX),6,(TX),Austin,1400 Waterloo Trail in
82492,108018,A772759,9500 S Ih 35 Frontage Road in Austin (TX),9,(TX),Austin,9500 S Ih 35 Frontage Road in
82502,4558,A772769,2912 Rio Grande in Austin (TX),6,(TX),Austin,2912 Rio Grande in
82504,125235,A772772,7807 Rogers Lane West in Austin (TX),7,(TX),Austin,7807 Rogers Lane West in
82506,75660,A772775,9806 Teasdale in Austin (TX),5,(TX),Austin,9806 Teasdale in
82508,6592,A772778,12419 Metric Boulevard in Austin (TX),6,(TX),Austin,12419 Metric Boulevard in
82509,58651,A772779,1905 Nightview Dr in Travis (TX),6,(TX),Travis,1905 Nightview Dr in
82511,138568,A772780,224 Dry Creek Rd in Travis (TX),7,(TX),Travis,224 Dry Creek Rd in
82518,65224,A772787,5020 Irvine Lane in Del Valle (TX),7,(TX),Valle,5020 Irvine Lane in Del
82522,38839,A772799,3901 Biscay Drive in Austin (TX),6,(TX),Austin,3901 Biscay Drive in
82526,104954,A772811,1201 Loma Drive in Austin (TX),6,(TX),Austin,1201 Loma Drive in
82532,29410,A772817,9701 Eastwend Drive in Austin (TX),6,(TX),Austin,9701 Eastwend Drive in
82533,34077,A772818,9701 Eastwend Dr in Austin (TX),6,(TX),Austin,9701 Eastwend Dr in
82534,100341,A772819,18325 Great Valley in Manor (TX),6,(TX),Manor,18325 Great Valley in
82537,14428,A772827,5Th And Neches in Austin (TX),6,(TX),Austin,5Th And Neches in
82538,128897,A772829,2310 Marcus Abrams in Travis (TX),6,(TX),Travis,2310 Marcus Abrams in
82543,48772,A772840,208 Barton Springs Rd in Austin (TX),7,(TX),Austin,208 Barton Springs Rd in
82544,50203,A772845,4809 South Congress in Austin (TX),6,(TX),Austin,4809 South Congress in
82545,47959,A772846,3709 Heron Roost Pass in Pflugerville (TX),7,(TX),Pflugerville,3709 Heron Roost Pass in
82551,85127,A772852,4508 Gillis Street in Austin (TX),6,(TX),Austin,4508 Gillis Street in
82553,129967,A772855,9600 South Intersate 35 in Austin (TX),7,(TX),Austin,9600 South Intersate 35 in
82554,112677,A772857,3803 Manorwood Road in Austin (TX),6,(TX),Austin,3803 Manorwood Road in
82555,5903,A772858,11220 Ranch Road 2222 in Austin (TX),7,(TX),Austin,11220 Ranch Road 2222 in
82565,112593,A772864,4611 Banister in Austin (TX),5,(TX),Austin,4611 Banister in
82568,87177,A772871,6503 Moonglow Dr in Austin (TX),6,(TX),Austin,6503 Moonglow Dr in
82570,5617,A772873,6407 Garden View Drive in Austin (TX),7,(TX),Austin,6407 Garden View Drive in
82573,117793,A772876,13613 Alysheva Drive in Del Valle (TX),7,(TX),Valle,13613 Alysheva Drive in Del
82575,95747,A772880,4320 S Congress Ave Unit 3204 in Austin (TX),9,(TX),Austin,4320 S Congress Ave Unit 3204 in
82580,117327,A772887,1904 Gaylord Drive in Austin (TX),6,(TX),Austin,1904 Gaylord Drive in
82581,137713,A772888,7904 Persimmon Trail in Austin (TX),6,(TX),Austin,7904 Persimmon Trail in
82583,96815,A772893,2713 Saint Edwards Circle in Austin (TX),7,(TX),Austin,2713 Saint Edwards Circle in
82586,138388,A772898,6706 Clubway Lane in Austin (TX),6,(TX),Austin,6706 Clubway Lane in
82587,107460,A772899,301 W Ben White in Austin (TX),7,(TX),Austin,301 W Ben White in
82591,57344,A772905,525 North Lamar Boulevard in Austin (TX),7,(TX),Austin,525 North Lamar Boulevard in
82600,94739,A772919,51St Street And Manor Road in Austin (TX),8,(TX),Austin,51St Street And Manor Road in
82602,63794,A772921,7205 Providence Avenue in Austin (TX),6,(TX),Austin,7205 Providence Avenue in
82604,84630,A772929,2619 E 4Th St in Austin (TX),7,(TX),Austin,2619 E 4Th St in
82605,4693,A772931,3108 Harvest Time in Austin (TX),6,(TX),Austin,3108 Harvest Time in
82614,59903,A772942,4702 Surrey Drive in Austin (TX),6,(TX),Austin,4702 Surrey Drive in
82628,94944,A772961,1401 Grove Boulevard in Austin (TX),6,(TX),Austin,1401 Grove Boulevard in
82629,74768,A772963,8305 Crosspark Drive in Austin (TX),6,(TX),Austin,8305 Crosspark Drive in
82638,46938,A772976,2500 Magin Meadow in Austin (TX),6,(TX),Austin,2500 Magin Meadow in
82639,117678,A772977,8003 Ih 35 in Austin (TX),6,(TX),Austin,8003 Ih 35 in
82641,12685,A772984,8210 Sam Rayburn Drive in Austin (TX),7,(TX),Austin,8210 Sam Rayburn Drive in
82642,30584,A772985,300 South Lamar Blvd in Austin (TX),7,(TX),Austin,300 South Lamar Blvd in
82643,98234,A772986,12916 Wood Lily Trail in Austin (TX),7,(TX),Austin,12916 Wood Lily Trail in
82644,142400,A772988,10520 North Lamar in Austin (TX),6,(TX),Austin,10520 North Lamar in
82648,1961,A772992,2012 Garden St in Austin (TX),6,(TX),Austin,2012 Garden St in
82653,1448,A773000,11551 Maha Loop Road in Austin (TX),7,(TX),Austin,11551 Maha Loop Road in
82659,142976,A773008,3012 Guerrero Drive in Travis (TX),6,(TX),Travis,3012 Guerrero Drive in
82662,28078,A773013,933 Coronation Way in Travis (TX),6,(TX),Travis,933 Coronation Way in
82665,140932,A773019,5106 Turnstone Drive in Austin (TX),6,(TX),Austin,5106 Turnstone Drive in
82667,93959,A773021,1107 Lipan Trail in Austin (TX),6,(TX),Austin,1107 Lipan Trail in
82675,116131,A773028,8317 Burrell Dr in Austin (TX),6,(TX),Austin,8317 Burrell Dr in
82680,130679,A773030,12410 Waterford Run Way in Manor (TX),7,(TX),Manor,12410 Waterford Run Way in
82681,86875,A773032,8101 San Felipe in Austin (TX),6,(TX),Austin,8101 San Felipe in
82685,57955,A773037,5701 Johnny Morris Drive in Austin (TX),7,(TX),Austin,5701 Johnny Morris Drive in
82694,59499,A773049,304 E 7Th St in Austin (TX),7,(TX),Austin,304 E 7Th St in
82695,5378,A773050,10204 Brantley Cv in Austin (TX),6,(TX),Austin,10204 Brantley Cv in
82714,58291,A773077,13105 Pealing Way in Travis (TX),6,(TX),Travis,13105 Pealing Way in
82715,39792,A773078,5500 Navarro Creek Rd in Travis (TX),7,(TX),Travis,5500 Navarro Creek Rd in
82717,72289,A773080,11705 Fence Post Trail in Austin (TX),7,(TX),Austin,11705 Fence Post Trail in
82718,23185,A773081,1114 Gobi in Austin (TX),5,(TX),Austin,1114 Gobi in
82720,40875,A773082,5605 Springdale Rd in Austin (TX),6,(TX),Austin,5605 Springdale Rd in
